patient,file,start_sec,end_sec,label,channel,frequency_hz,psd_v2_hz,nperseg,units
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,93.0,2.331507147702321e-22,256,V2/Hz
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,94.0,1.9958282754051513e-22,256,V2/Hz
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,95.0,1.1114932783655695e-22,256,V2/Hz
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,96.0,4.20583650764629e-22,256,V2/Hz
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,97.0,1.167341392222351e-22,256,V2/Hz
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,98.0,7.945197964345488e-23,256,V2/Hz
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,99.0,1.350614387486685e-22,256,V2/Hz
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,100.0,8.642183823019374e-23,256,V2/Hz
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,101.0,7.393470384763715e-23,256,V2/Hz
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,102.0,2.3457285389025577e-23,256,V2/Hz
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,103.0,8.423438544020258e-23,256,V2/Hz
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,104.0,7.44252997877165e-23,256,V2/Hz
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,105.0,5.2266088506825225e-23,256,V2/Hz
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,106.0,6.075590870580673e-23,256,V2/Hz
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,107.0,7.198206566777998e-23,256,V2/Hz
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,108.0,1.0294939164470719e-22,256,V2/Hz
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,109.0,6.956382588961797e-23,256,V2/Hz
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,110.0,4.487876795915493e-23,256,V2/Hz
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,111.0,6.064598526218712e-23,256,V2/Hz
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,112.0,8.200102278141762e-23,256,V2/Hz
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,113.0,8.51956937184773e-23,256,V2/Hz
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,114.0,8.108057819768567e-23,256,V2/Hz
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,115.0,2.1392979015971623e-23,256,V2/Hz
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,116.0,6.619103313581307e-23,256,V2/Hz
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,117.0,3.2670506308079855e-23,256,V2/Hz
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,118.0,1.5886955913319905e-23,256,V2/Hz
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,119.0,3.2536297902043304e-23,256,V2/Hz
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,120.0,5.600302882385367e-23,256,V2/Hz
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,121.0,4.010948201208801e-23,256,V2/Hz
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,122.0,3.2332457182019066e-23,256,V2/Hz
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,123.0,2.103645468731189e-23,256,V2/Hz
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,124.0,1.7577793053540942e-23,256,V2/Hz
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,125.0,1.4333077672324814e-23,256,V2/Hz
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,126.0,1.6526783918212024e-23,256,V2/Hz
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,127.0,5.691677656450331e-23,256,V2/Hz
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,128.0,9.547020145655943e-23,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,0.0,2.527355408900231e-10,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,1.0,9.764101811116043e-10,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,2.0,9.888076479568261e-10,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,3.0,8.354767790264041e-10,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,4.0,1.9950501467736166e-10,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,5.0,2.401515161373859e-10,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,6.0,1.8110324003441837e-10,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,7.0,1.040061691706241e-10,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,8.0,3.565436908680295e-11,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,9.0,2.939094550659166e-11,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,10.0,9.252645595571142e-12,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,11.0,8.387655527714491e-12,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,12.0,9.37660584289225e-12,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,13.0,1.543049401139547e-11,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,14.0,1.2003073614325296e-11,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,15.0,1.4072662808928767e-11,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,16.0,2.0184800860226927e-11,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,17.0,8.200637600658416e-12,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,18.0,3.974270524865494e-12,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,19.0,4.6348300920852306e-12,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,20.0,2.608379467742563e-12,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,21.0,5.072925818250551e-12,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,22.0,6.5221020357508275e-12,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,23.0,4.119655768865159e-12,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,24.0,3.3098589537157838e-12,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,25.0,2.9949515366866544e-12,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,26.0,7.2340942522520044e-12,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,27.0,1.3784697229131891e-11,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,28.0,9.963630150464525e-12,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,29.0,4.578071445446462e-12,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,30.0,1.4081054004626336e-11,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,31.0,1.1426954662863629e-11,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,32.0,1.058150117864146e-11,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,33.0,7.218582281797331e-12,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,34.0,8.743234005409116e-12,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,35.0,1.7701185576497353e-11,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,36.0,2.3828945306151175e-11,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,37.0,1.0398527053222035e-11,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,38.0,1.5107706812151485e-11,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,39.0,2.7177015397169158e-11,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,40.0,3.433101322807501e-12,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,41.0,5.477821457353576e-12,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,42.0,1.4008725353217299e-11,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,43.0,5.207407017478683e-12,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,44.0,2.7244579890125986e-12,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,45.0,1.0824736508680273e-12,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,46.0,2.812265691737908e-13,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,47.0,2.258201515884049e-13,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,48.0,5.4833953645610606e-14,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,49.0,6.8651596792765244e-15,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,50.0,3.555879913781307e-16,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,51.0,6.3665454485960486e-18,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,52.0,1.7358525148748346e-18,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,53.0,3.3605645191019965e-18,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,54.0,5.772630418230903e-19,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,55.0,3.373622188711037e-19,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,56.0,6.263634126199205e-19,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,57.0,1.203034540529263e-19,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,58.0,1.1334195724226412e-19,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,59.0,6.233951972761832e-20,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,60.0,2.4866045102493092e-20,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,61.0,1.0194405074417633e-20,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,62.0,9.377469022517502e-20,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,63.0,8.86527676911245e-20,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,64.0,9.101933246340101e-20,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,65.0,1.6549912730917565e-19,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,66.0,1.5802533274769889e-19,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,67.0,2.0352211312253235e-20,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,68.0,5.641313343398575e-20,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,69.0,1.4777784748295327e-19,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,70.0,1.5641884548014842e-19,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,71.0,7.250576760270992e-20,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,72.0,1.728640037302117e-19,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,73.0,5.470749204698125e-20,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,74.0,5.25015020030969e-19,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,75.0,1.2971351492107962e-18,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,76.0,3.8369831782914097e-19,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,77.0,4.0161529113503183e-19,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,78.0,6.105101593298614e-19,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,79.0,8.307873148651043e-20,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,80.0,9.639740491968553e-20,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,81.0,3.5635899920028554e-19,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,82.0,1.2115964036681887e-19,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,83.0,4.565422585542301e-19,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,84.0,8.809823913338605e-19,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,85.0,8.890947104016187e-20,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,86.0,1.849912806180218e-19,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,87.0,1.8632574290578644e-19,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,88.0,6.079459321197835e-20,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,89.0,8.662044873757357e-20,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,90.0,2.665724756190394e-19,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,91.0,8.860741912408089e-20,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,92.0,8.630520907488008e-20,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,93.0,9.540686477091382e-20,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,94.0,3.27530372959571e-20,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,95.0,2.3645973627774463e-19,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,96.0,1.610508966595131e-19,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,97.0,2.230798646809938e-20,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,98.0,4.7184771225011905e-20,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,99.0,2.714852971551852e-20,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,100.0,1.6456410861833916e-20,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,101.0,1.515645133948419e-20,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,102.0,5.5516745944713725e-21,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,103.0,1.5922767038632234e-20,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,104.0,5.845374272749058e-20,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,105.0,4.8161642850614914e-20,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,106.0,1.46839573620561e-20,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,107.0,1.5208822140750247e-20,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,108.0,2.1249571839015492e-20,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,109.0,7.905278033732463e-21,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,110.0,1.4050843310708046e-20,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,111.0,1.0978037631289228e-20,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,112.0,3.2601634023044083e-21,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,113.0,3.1290911732221824e-21,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,114.0,4.2939052338171794e-21,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,115.0,7.709538274641332e-21,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,116.0,1.2128525587483927e-20,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,117.0,4.5897372010139144e-21,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,118.0,6.827207116676449e-21,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,119.0,6.004438912611194e-21,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,120.0,7.316612836852306e-21,256,V2/Hz
chb01,chb01_03.edf,3000.0,3004.0,1,FP1-F7,121.0,3.7890310580196e-21,256,V2/Hz
